ride_id,rideable_type,started_at,ended_at,start_station_name,end_station_name,tripduration,member_casual
ride_359295,classic_bike,2024-09-13 18:11:00,2024-09-13 18:36:18,W 21 St & 6 Ave,E 17 St & Broadway,1518,member
ride_887352,electric_bike,2024-09-22 15:38:00,2024-09-22 16:45:36,E 17 St & Broadway,W 72 St & Columbus Ave,4055,casual
ride_525800,classic_bike,2024-09-18 19:05:00,2024-09-18 19:32:48,8 Ave & W 31 St,W 41 St & 8 Ave,1668,member
ride_627335,classic_bike,2024-09-21 23:58:00,2024-09-22 00:25:54,Broadway & W 60 St,Fulton St & Broadway,1674,member
ride_672092,classic_bike,2024-09-02 22:05:00,2024-09-02 22:24:12,E 17 St & Broadway,Central Park S & 6 Ave,1152,member
ride_533321,classic_bike,2024-09-29 02:55:00,2024-09-29 03:26:54,Hudson St & Reade St,Fulton St & Broadway,1914,member
ride_226601,classic_bike,2024-09-03 16:58:00,2024-09-03 17:22:24,W 41 St & 8 Ave,Fulton St & Broadway,1464,member
ride_769737,electric_bike,2024-09-05 21:13:00,2024-09-05 21:32:18,Broadway & W 60 St,E 17 St & Broadway,1158,member
ride_560485,electric_bike,2024-09-20 02:49:00,2024-09-20 02:57:00,W 72 St & Columbus Ave,Broadway & W 60 St,480,member
ride_963355,classic_bike,2024-09-22 01:04:00,2024-09-22 01:20:24,Hudson St & Reade St,University Pl & E 14 St,983,member
ride_757629,electric_bike,2024-09-13 23:56:00,2024-09-14 00:27:30,W 21 St & 6 Ave,Hudson St & Reade St,1890,member
ride_906306,electric_bike,2024-10-01 02:53:00,2024-10-01 03:10:36,E 17 St & Broadway,8 Ave & W 31 St,1056,member
ride_391773,classic_bike,2024-09-11 17:59:00,2024-09-11 18:27:42,W 41 St & 8 Ave,Fulton St & Broadway,1722,member
ride_738577,electric_bike,2024-09-08 04:09:00,2024-09-08 04:35:18,Hudson St & Reade St,W 21 St & 6 Ave,1578,member
ride_720148,electric_bike,2024-09-30 19:39:00,2024-09-30 19:52:36,Broadway & W 60 St,W 41 St & 8 Ave,816,member
ride_593355,electric_bike,2024-09-24 00:47:00,2024-09-24 01:12:30,W 21 St & 6 Ave,Central Park S & 6 Ave,1530,member
ride_449759,classic_bike,2024-09-30 18:33:00,2024-09-30 19:02:00,W 21 St & 6 Ave,E 17 St & Broadway,1740,member
ride_648913,classic_bike,2024-09-04 20:30:00,2024-09-04 20:47:30,8 Ave & W 31 St,E 17 St & Broadway,1050,member
ride_731728,classic_bike,2024-09-28 20:53:00,2024-09-28 21:17:00,8 Ave & W 31 St,Broadway & W 60 St,1440,member
ride_326130,classic_bike,2024-09-29 23:30:00,2024-09-29 23:56:18,W 21 St & 6 Ave,W 41 St & 8 Ave,1578,member
ride_656278,classic_bike,2024-09-22 19:53:00,2024-09-22 20:18:12,8 Ave & W 31 St,E 17 St & Broadway,1512,member
ride_550961,classic_bike,2024-09-28 23:08:00,2024-09-28 23:17:06,Hudson St & Reade St,Central Park S & 6 Ave,546,member
ride_130610,electric_bike,2024-09-12 17:55:00,2024-09-12 18:13:30,University Pl & E 14 St,Fulton St & Broadway,1110,member
ride_563864,electric_bike,2024-09-17 02:39:00,2024-09-17 02:59:18,E 17 St & Broadway,University Pl & E 14 St,1218,member
ride_407757,classic_bike,2024-09-24 01:38:00,2024-09-24 02:27:06,W 41 St & 8 Ave,E 17 St & Broadway,2946,casual
ride_711868,electric_bike,2024-09-06 01:07:00,2024-09-06 01:27:42,Central Park S & 6 Ave,W 21 St & 6 Ave,1242,member
ride_177449,classic_bike,2024-09-22 19:12:00,2024-09-22 19:48:24,Hudson St & Reade St,8 Ave & W 31 St,2184,member
ride_310548,electric_bike,2024-09-30 19:38:00,2024-09-30 20:05:36,University Pl & E 14 St,8 Ave & W 31 St,1656,member
ride_305837,classic_bike,2024-09-08 17:52:00,2024-09-08 18:23:12,E 17 St & Broadway,W 41 St & 8 Ave,1872,member
ride_643269,electric_bike,2024-09-06 23:41:00,2024-09-07 00:03:30,W 21 St & 6 Ave,8 Ave & W 31 St,1350,member
ride_886530,electric_bike,2024-09-05 19:02:00,2024-09-05 19:33:48,E 17 St & Broadway,Central Park S & 6 Ave,1908,member
ride_421384,classic_bike,2024-09-17 19:36:00,2024-09-17 19:54:48,W 41 St & 8 Ave,Broadway & W 60 St,1128,member
ride_772642,classic_bike,2024-09-11 00:42:00,2024-09-11 00:58:48,Broadway & W 60 St,University Pl & E 14 St,1008,member
ride_843167,electric_bike,2024-09-03 01:49:00,2024-09-03 02:03:06,Hudson St & Reade St,Fulton St & Broadway,846,member
ride_612262,electric_bike,2024-09-29 19:43:00,2024-09-29 20:00:24,Broadway & W 60 St,W 72 St & Columbus Ave,1044,member
ride_445705,electric_bike,2024-09-09 02:51:00,2024-09-09 03:11:54,W 41 St & 8 Ave,E 17 St & Broadway,1254,member
ride_681141,classic_bike,2024-09-13 20:36:00,2024-09-13 21:01:48,E 17 St & Broadway,University Pl & E 14 St,1548,member
ride_938338,electric_bike,2024-09-14 15:15:00,2024-09-14 15:38:24,E 17 St & Broadway,8 Ave & W 31 St,1404,member
ride_124813,classic_bike,2024-09-09 21:52:00,2024-09-09 22:24:12,Central Park S & 6 Ave,Broadway & W 60 St,1932,member
ride_785491,classic_bike,2024-09-25 18:14:00,2024-09-25 18:44:00,Broadway & W 60 St,E 17 St & Broadway,1800,member
ride_948799,classic_bike,2024-09-22 17:45:00,2024-09-22 18:02:30,E 17 St & Broadway,W 21 St & 6 Ave,1050,member
ride_853504,electric_bike,2024-09-28 18:42:00,2024-09-28 19:06:36,Fulton St & Broadway,Broadway & W 60 St,1476,member
ride_985447,classic_bike,2024-09-15 17:38:00,2024-09-15 18:03:48,E 17 St & Broadway,W 41 St & 8 Ave,1548,member
ride_651033,classic_bike,2024-09-09 03:04:00,2024-09-09 03:30:48,W 72 St & Columbus Ave,E 17 St & Broadway,1608,member
ride_837852,classic_bike,2024-09-18 15:30:00,2024-09-18 15:43:30,University Pl & E 14 St,W 72 St & Columbus Ave,810,member
ride_952227,classic_bike,2024-09-11 02:44:00,2024-09-11 03:16:12,E 17 St & Broadway,W 41 St & 8 Ave,1932,member
ride_332785,classic_bike,2024-09-03 20:36:00,2024-09-03 20:53:30,E 17 St & Broadway,W 41 St & 8 Ave,1050,member
ride_741003,electric_bike,2024-09-16 21:37:00,2024-09-16 21:57:48,W 41 St & 8 Ave,Fulton St & Broadway,1248,member
ride_804758,classic_bike,2024-09-18 22:09:00,2024-09-18 22:36:36,W 72 St & Columbus Ave,E 17 St & Broadway,1656,member
ride_886197,classic_bike,2024-09-12 03:46:00,2024-09-12 04:03:24,W 41 St & 8 Ave,8 Ave & W 31 St,1044,member
ride_802667,classic_bike,2024-09-13 00:15:00,2024-09-13 00:43:24,W 41 St & 8 Ave,8 Ave & W 31 St,1704,member
ride_828449,classic_bike,2024-09-10 02:35:00,2024-09-10 02:48:42,Hudson St & Reade St,Broadway & W 60 St,822,member
ride_184714,electric_bike,2024-09-25 16:01:00,2024-09-25 16:22:24,Fulton St & Broadway,E 17 St & Broadway,1284,member
ride_501058,classic_bike,2024-09-17 20:41:00,2024-09-17 21:02:18,University Pl & E 14 St,W 41 St & 8 Ave,1278,member
ride_877236,electric_bike,2024-10-02 02:38:00,2024-10-02 03:04:36,Broadway & W 60 St,8 Ave & W 31 St,1596,member
ride_572407,electric_bike,2024-09-05 00:11:00,2024-09-05 00:37:06,8 Ave & W 31 St,W 21 St & 6 Ave,1566,member
ride_526156,classic_bike,2024-09-13 22:30:00,2024-09-13 22:57:36,Central Park S & 6 Ave,8 Ave & W 31 St,1656,member
ride_425845,electric_bike,2024-10-01 15:10:00,2024-10-01 15:41:42,Central Park S & 6 Ave,8 Ave & W 31 St,1902,member
ride_744274,classic_bike,2024-09-10 01:05:00,2024-09-10 01:23:54,8 Ave & W 31 St,W 41 St & 8 Ave,1134,member
ride_565504,classic_bike,2024-09-23 17:13:00,2024-09-23 17:27:30,W 41 St & 8 Ave,University Pl & E 14 St,870,member
ride_600905,classic_bike,2024-09-21 00:58:00,2024-09-21 01:32:18,University Pl & E 14 St,8 Ave & W 31 St,2058,member
ride_295892,classic_bike,2024-09-15 02:53:00,2024-09-15 03:07:30,University Pl & E 14 St,W 41 St & 8 Ave,870,member
ride_587623,classic_bike,2024-09-14 17:31:00,2024-09-14 17:48:42,E 17 St & Broadway,Broadway & W 60 St,1062,member
ride_662761,electric_bike,2024-09-23 22:08:00,2024-09-23 22:28:48,Fulton St & Broadway,Broadway & W 60 St,1248,member
ride_876513,electric_bike,2024-09-24 15:36:00,2024-09-24 15:50:48,W 21 St & 6 Ave,Broadway & W 60 St,888,member
ride_161324,classic_bike,2024-09-17 02:05:00,2024-09-17 02:22:06,Broadway & W 60 St,Central Park S & 6 Ave,1026,member
ride_540226,electric_bike,2024-09-10 17:10:00,2024-09-10 17:35:30,Central Park S & 6 Ave,Fulton St & Broadway,1530,member
ride_131244,electric_bike,2024-09-04 01:47:00,2024-09-04 02:47:30,University Pl & E 14 St,W 21 St & 6 Ave,3630,casual
ride_807617,classic_bike,2024-09-06 20:13:00,2024-09-06 20:35:00,W 41 St & 8 Ave,E 17 St & Broadway,1320,member
ride_916808,electric_bike,2024-09-28 00:08:00,2024-09-28 00:24:12,W 72 St & Columbus Ave,Broadway & W 60 St,972,member
ride_636004,classic_bike,2024-09-21 03:07:00,2024-09-21 03:23:30,Fulton St & Broadway,Central Park S & 6 Ave,990,member
ride_541557,classic_bike,2024-09-17 16:34:00,2024-09-17 16:51:30,University Pl & E 14 St,Broadway & W 60 St,1050,member
ride_416282,electric_bike,2024-09-23 22:44:00,2024-09-23 23:08:06,W 21 St & 6 Ave,W 72 St & Columbus Ave,1446,member
ride_612340,classic_bike,2024-09-28 01:46:00,2024-09-28 02:37:42,W 72 St & Columbus Ave,W 41 St & 8 Ave,3102,casual
ride_431737,electric_bike,2024-09-21 15:56:00,2024-09-21 16:28:48,W 72 St & Columbus Ave,Hudson St & Reade St,1967,member
ride_361805,electric_bike,2024-09-07 02:56:00,2024-09-07 03:39:48,8 Ave & W 31 St,Central Park S & 6 Ave,2628,member
ride_587686,classic_bike,2024-09-20 14:41:00,2024-09-20 15:04:36,University Pl & E 14 St,E 17 St & Broadway,1416,member
ride_138479,classic_bike,2024-09-26 15:40:00,2024-09-26 15:56:06,University Pl & E 14 St,W 72 St & Columbus Ave,966,member
ride_603110,classic_bike,2024-09-13 19:15:00,2024-09-13 19:35:18,Fulton St & Broadway,W 41 St & 8 Ave,1218,member
ride_146489,electric_bike,2024-09-09 02:12:00,2024-09-09 02:24:30,W 41 St & 8 Ave,8 Ave & W 31 St,750,member
ride_379676,classic_bike,2024-09-15 22:14:00,2024-09-15 22:39:06,W 41 St & 8 Ave,W 72 St & Columbus Ave,1506,member
ride_552855,classic_bike,2024-10-01 21:34:00,2024-10-01 22:02:24,E 17 St & Broadway,8 Ave & W 31 St,1704,member
ride_188025,classic_bike,2024-09-10 00:04:00,2024-09-10 00:33:36,University Pl & E 14 St,W 21 St & 6 Ave,1776,member
ride_206851,classic_bike,2024-09-18 01:42:00,2024-09-18 02:03:12,W 72 St & Columbus Ave,Central Park S & 6 Ave,1272,member
ride_772464,classic_bike,2024-09-26 19:06:00,2024-09-26 19:13:18,Broadway & W 60 St,Hudson St & Reade St,438,member
ride_483713,electric_bike,2024-09-24 14:36:00,2024-09-24 14:43:00,W 41 St & 8 Ave,Fulton St & Broadway,420,member
ride_867460,classic_bike,2024-09-30 01:37:00,2024-09-30 02:33:54,E 17 St & Broadway,8 Ave & W 31 St,3414,casual
ride_806396,classic_bike,2024-09-06 01:42:00,2024-09-06 02:06:48,Broadway & W 60 St,Fulton St & Broadway,1488,member
ride_216276,classic_bike,2024-09-14 21:56:00,2024-09-14 22:16:06,W 41 St & 8 Ave,Fulton St & Broadway,1206,member
ride_684482,electric_bike,2024-09-26 20:44:00,2024-09-26 21:15:00,Fulton St & Broadway,W 21 St & 6 Ave,1860,member
ride_806707,classic_bike,2024-09-12 20:06:00,2024-09-12 20:14:24,8 Ave & W 31 St,W 21 St & 6 Ave,504,member
ride_362552,classic_bike,2024-09-17 01:38:00,2024-09-17 02:05:00,E 17 St & Broadway,University Pl & E 14 St,1620,member
ride_364236,electric_bike,2024-09-09 16:05:00,2024-09-09 16:24:36,University Pl & E 14 St,Broadway & W 60 St,1176,member
ride_833247,classic_bike,2024-09-25 21:06:00,2024-09-25 21:23:36,W 72 St & Columbus Ave,Broadway & W 60 St,1056,member
ride_808011,classic_bike,2024-09-20 03:41:00,2024-09-20 04:02:42,W 72 St & Columbus Ave,E 17 St & Broadway,1302,member
ride_400009,classic_bike,2024-09-12 22:55:00,2024-09-12 23:27:00,W 21 St & 6 Ave,Broadway & W 60 St,1920,member
ride_570405,classic_bike,2024-09-11 01:51:00,2024-09-11 02:14:12,Central Park S & 6 Ave,W 72 St & Columbus Ave,1392,member
ride_618392,electric_bike,2024-09-24 23:34:00,2024-09-24 23:40:00,Central Park S & 6 Ave,Fulton St & Broadway,360,member
ride_304110,classic_bike,2024-09-25 14:55:00,2024-09-25 15:24:00,W 72 St & Columbus Ave,Hudson St & Reade St,1740,member
ride_571932,classic_bike,2024-09-30 04:05:00,2024-09-30 04:15:54,8 Ave & W 31 St,Hudson St & Reade St,654,member
ride_329642,classic_bike,2024-09-28 02:01:00,2024-09-28 02:21:24,Central Park S & 6 Ave,University Pl & E 14 St,1224,member
ride_404309,classic_bike,2024-09-18 17:59:00,2024-09-18 18:27:18,E 17 St & Broadway,W 21 St & 6 Ave,1698,member
ride_461724,electric_bike,2024-09-05 22:13:00,2024-09-05 22:30:42,Hudson St & Reade St,8 Ave & W 31 St,1062,member
ride_405407,classic_bike,2024-09-15 14:56:00,2024-09-15 15:14:00,W 72 St & Columbus Ave,Fulton St & Broadway,1080,member
ride_777273,classic_bike,2024-09-23 01:00:00,2024-09-23 01:16:42,W 41 St & 8 Ave,Broadway & W 60 St,1002,member
ride_441716,classic_bike,2024-09-24 02:10:00,2024-09-24 02:38:36,W 72 St & Columbus Ave,Central Park S & 6 Ave,1716,member
ride_461264,classic_bike,2024-09-15 18:07:00,2024-09-15 18:17:00,W 21 St & 6 Ave,Fulton St & Broadway,600,member
ride_617488,electric_bike,2024-09-20 01:42:00,2024-09-20 02:44:18,8 Ave & W 31 St,W 72 St & Columbus Ave,3738,casual
ride_210790,electric_bike,2024-09-02 18:44:00,2024-09-02 19:10:48,E 17 St & Broadway,Central Park S & 6 Ave,1608,member
ride_649414,classic_bike,2024-09-23 20:36:00,2024-09-23 20:57:00,University Pl & E 14 St,Fulton St & Broadway,1260,member
ride_916232,classic_bike,2024-09-25 20:45:00,2024-09-25 21:11:36,W 21 St & 6 Ave,8 Ave & W 31 St,1596,member
ride_612311,classic_bike,2024-09-27 22:42:00,2024-09-27 23:17:54,Central Park S & 6 Ave,Fulton St & Broadway,2154,member
ride_242321,classic_bike,2024-09-27 19:14:00,2024-09-27 19:45:18,Central Park S & 6 Ave,E 17 St & Broadway,1878,member
ride_481657,classic_bike,2024-09-16 22:30:00,2024-09-16 23:07:18,W 21 St & 6 Ave,Hudson St & Reade St,2238,member
ride_815707,electric_bike,2024-09-13 23:38:00,2024-09-13 23:51:42,Fulton St & Broadway,W 41 St & 8 Ave,822,member
ride_794963,classic_bike,2024-09-14 19:33:00,2024-09-14 19:50:48,Fulton St & Broadway,E 17 St & Broadway,1068,member
ride_425138,classic_bike,2024-09-11 17:32:00,2024-09-11 17:57:54,W 21 St & 6 Ave,University Pl & E 14 St,1554,member
ride_317413,electric_bike,2024-09-10 01:33:00,2024-09-10 02:05:00,8 Ave & W 31 St,W 72 St & Columbus Ave,1920,member
ride_785280,electric_bike,2024-09-18 21:54:00,2024-09-18 22:07:24,Hudson St & Reade St,8 Ave & W 31 St,804,member
ride_436241,electric_bike,2024-09-22 04:11:00,2024-09-22 04:43:54,8 Ave & W 31 St,W 41 St & 8 Ave,1974,member
ride_856086,classic_bike,2024-09-04 00:37:00,2024-09-04 00:49:36,W 41 St & 8 Ave,Fulton St & Broadway,756,member
ride_526673,classic_bike,2024-09-22 00:38:00,2024-09-22 00:58:00,Hudson St & Reade St,8 Ave & W 31 St,1200,member
ride_904711,classic_bike,2024-09-06 22:53:00,2024-09-06 23:19:54,University Pl & E 14 St,W 72 St & Columbus Ave,1614,member
ride_314353,electric_bike,2024-09-17 00:49:00,2024-09-17 01:18:42,W 21 St & 6 Ave,E 17 St & Broadway,1782,member
ride_793169,classic_bike,2024-09-19 17:04:00,2024-09-19 17:30:00,8 Ave & W 31 St,E 17 St & Broadway,1560,member
ride_916449,electric_bike,2024-09-26 15:50:00,2024-09-26 16:36:42,8 Ave & W 31 St,W 72 St & Columbus Ave,2802,casual
ride_575458,electric_bike,2024-09-12 18:15:00,2024-09-12 18:34:00,Fulton St & Broadway,W 21 St & 6 Ave,1140,member
ride_377312,classic_bike,2024-09-28 01:05:00,2024-09-28 01:30:48,E 17 St & Broadway,Central Park S & 6 Ave,1548,member
ride_948611,classic_bike,2024-09-11 15:31:00,2024-09-11 16:03:54,Central Park S & 6 Ave,Hudson St & Reade St,1974,member
ride_385765,classic_bike,2024-10-01 17:04:00,2024-10-01 17:29:36,Hudson St & Reade St,W 72 St & Columbus Ave,1536,member
ride_665427,electric_bike,2024-09-06 14:51:00,2024-09-06 15:18:18,Fulton St & Broadway,Central Park S & 6 Ave,1638,member
ride_256445,electric_bike,2024-09-10 00:10:00,2024-09-10 00:28:42,W 21 St & 6 Ave,Central Park S & 6 Ave,1122,member
ride_630538,electric_bike,2024-09-19 22:57:00,2024-09-19 23:10:12,W 41 St & 8 Ave,E 17 St & Broadway,792,member
ride_220351,electric_bike,2024-09-18 03:10:00,2024-09-18 03:38:18,Central Park S & 6 Ave,Fulton St & Broadway,1698,member
ride_946335,electric_bike,2024-09-08 01:42:00,2024-09-08 02:27:06,W 41 St & 8 Ave,Broadway & W 60 St,2706,casual
ride_701253,classic_bike,2024-09-21 03:32:00,2024-09-21 03:45:48,W 41 St & 8 Ave,Fulton St & Broadway,828,member
ride_823846,electric_bike,2024-09-23 21:52:00,2024-09-23 22:14:54,Broadway & W 60 St,Fulton St & Broadway,1374,member
ride_813341,electric_bike,2024-09-11 16:50:00,2024-09-11 16:56:48,Fulton St & Broadway,E 17 St & Broadway,408,member
ride_910616,classic_bike,2024-09-16 01:04:00,2024-09-16 01:20:12,University Pl & E 14 St,W 41 St & 8 Ave,972,member
ride_152578,classic_bike,2024-09-18 00:04:00,2024-09-18 00:18:06,W 41 St & 8 Ave,W 21 St & 6 Ave,846,member
ride_201377,electric_bike,2024-09-28 00:13:00,2024-09-28 00:42:42,E 17 St & Broadway,Central Park S & 6 Ave,1782,member
ride_800005,classic_bike,2024-09-27 17:37:00,2024-09-27 18:17:00,8 Ave & W 31 St,Hudson St & Reade St,2400,member
ride_644676,classic_bike,2024-09-19 18:00:00,2024-09-19 18:08:42,8 Ave & W 31 St,Broadway & W 60 St,522,member
ride_707727,classic_bike,2024-09-30 00:32:00,2024-09-30 00:45:42,Fulton St & Broadway,W 21 St & 6 Ave,822,member
ride_312146,classic_bike,2024-09-15 16:58:00,2024-09-15 17:23:12,W 21 St & 6 Ave,Fulton St & Broadway,1512,member
ride_361941,classic_bike,2024-09-11 16:57:00,2024-09-11 17:15:18,Broadway & W 60 St,Hudson St & Reade St,1098,member
ride_921609,classic_bike,2024-09-07 03:09:00,2024-09-07 03:38:42,W 21 St & 6 Ave,W 41 St & 8 Ave,1782,member
ride_952657,classic_bike,2024-09-21 19:04:00,2024-09-21 19:26:24,W 21 St & 6 Ave,W 72 St & Columbus Ave,1344,member
ride_794083,electric_bike,2024-09-17 02:36:00,2024-09-17 02:48:00,Hudson St & Reade St,W 21 St & 6 Ave,720,member
ride_487477,classic_bike,2024-09-25 18:38:00,2024-09-25 18:59:42,E 17 St & Broadway,Broadway & W 60 St,1302,member
ride_680278,electric_bike,2024-09-26 20:50:00,2024-09-26 21:13:30,E 17 St & Broadway,Broadway & W 60 St,1410,member
ride_532723,classic_bike,2024-09-03 03:44:00,2024-09-03 04:02:06,W 21 St & 6 Ave,W 72 St & Columbus Ave,1086,member
ride_322423,classic_bike,2024-09-25 15:01:00,2024-09-25 15:19:00,8 Ave & W 31 St,Hudson St & Reade St,1080,member
ride_535810,classic_bike,2024-09-15 16:14:00,2024-09-15 16:30:42,8 Ave & W 31 St,Hudson St & Reade St,1002,member
ride_461145,electric_bike,2024-09-30 00:57:00,2024-09-30 01:25:42,Fulton St & Broadway,W 21 St & 6 Ave,1722,member
ride_637333,classic_bike,2024-09-12 18:36:00,2024-09-12 19:01:30,Hudson St & Reade St,W 72 St & Columbus Ave,1530,member
ride_468845,classic_bike,2024-09-06 03:06:00,2024-09-06 03:28:36,Fulton St & Broadway,W 21 St & 6 Ave,1356,member
ride_711878,electric_bike,2024-09-18 15:34:00,2024-09-18 16:26:12,W 72 St & Columbus Ave,University Pl & E 14 St,3132,casual
ride_710527,classic_bike,2024-09-29 00:39:00,2024-09-29 00:57:54,Fulton St & Broadway,Hudson St & Reade St,1134,member
ride_573962,electric_bike,2024-09-22 15:34:00,2024-09-22 15:42:18,W 72 St & Columbus Ave,E 17 St & Broadway,498,member
ride_642895,electric_bike,2024-09-25 15:31:00,2024-09-25 15:48:36,8 Ave & W 31 St,Hudson St & Reade St,1056,member
ride_247442,electric_bike,2024-10-01 15:55:00,2024-10-01 16:31:06,E 17 St & Broadway,Central Park S & 6 Ave,2166,member
ride_493663,classic_bike,2024-09-07 22:01:00,2024-09-07 22:20:42,W 41 St & 8 Ave,W 72 St & Columbus Ave,1182,member
ride_335765,classic_bike,2024-09-26 16:06:00,2024-09-26 16:41:18,W 21 St & 6 Ave,W 41 St & 8 Ave,2118,member
ride_266931,classic_bike,2024-09-07 16:51:00,2024-09-07 17:10:24,Central Park S & 6 Ave,W 41 St & 8 Ave,1164,member
ride_779172,classic_bike,2024-09-02 22:30:00,2024-09-02 22:48:42,Fulton St & Broadway,E 17 St & Broadway,1122,member
ride_926236,classic_bike,2024-09-25 01:32:00,2024-09-25 01:58:12,W 21 St & 6 Ave,Fulton St & Broadway,1572,member
ride_344907,electric_bike,2024-09-10 03:42:00,2024-09-10 04:12:24,Central Park S & 6 Ave,Fulton St & Broadway,1824,member
ride_153035,electric_bike,2024-09-15 18:11:00,2024-09-15 18:36:06,W 72 St & Columbus Ave,W 21 St & 6 Ave,1506,member
ride_756401,classic_bike,2024-09-29 01:03:00,2024-09-29 01:26:12,Hudson St & Reade St,8 Ave & W 31 St,1392,member
ride_651231,classic_bike,2024-09-03 15:34:00,2024-09-03 16:04:00,University Pl & E 14 St,Hudson St & Reade St,1800,member
ride_908634,classic_bike,2024-09-12 21:42:00,2024-09-12 22:10:12,Central Park S & 6 Ave,W 41 St & 8 Ave,1692,member
ride_110644,electric_bike,2024-09-26 19:46:00,2024-09-26 19:59:06,Broadway & W 60 St,W 72 St & Columbus Ave,786,member
ride_929090,electric_bike,2024-09-05 02:13:00,2024-09-05 02:55:48,W 41 St & 8 Ave,E 17 St & Broadway,2568,member
ride_734565,classic_bike,2024-09-05 15:57:00,2024-09-05 16:07:12,E 17 St & Broadway,University Pl & E 14 St,612,member
ride_590755,classic_bike,2024-09-27 23:03:00,2024-09-27 23:13:54,8 Ave & W 31 St,W 72 St & Columbus Ave,654,member
ride_770532,electric_bike,2024-09-20 01:52:00,2024-09-20 02:09:18,University Pl & E 14 St,Broadway & W 60 St,1038,member
ride_349736,classic_bike,2024-09-27 00:54:00,2024-09-27 01:23:30,Central Park S & 6 Ave,W 72 St & Columbus Ave,1770,member
ride_884229,electric_bike,2024-09-28 14:44:00,2024-09-28 15:13:42,W 41 St & 8 Ave,Hudson St & Reade St,1782,member
ride_679958,classic_bike,2024-09-22 03:48:00,2024-09-22 04:19:30,W 41 St & 8 Ave,E 17 St & Broadway,1890,member
ride_378428,electric_bike,2024-09-05 00:37:00,2024-09-05 01:09:30,W 21 St & 6 Ave,Hudson St & Reade St,1950,member
ride_235215,classic_bike,2024-09-12 00:39:00,2024-09-12 00:58:36,Broadway & W 60 St,Fulton St & Broadway,1176,member
ride_140804,electric_bike,2024-09-29 22:55:00,2024-09-29 23:10:00,W 21 St & 6 Ave,E 17 St & Broadway,900,member
ride_652530,electric_bike,2024-09-15 19:13:00,2024-09-15 19:48:18,W 72 St & Columbus Ave,Fulton St & Broadway,2118,member
ride_401036,classic_bike,2024-09-17 01:34:00,2024-09-17 01:53:18,Fulton St & Broadway,W 21 St & 6 Ave,1158,member
ride_945742,classic_bike,2024-09-23 01:10:00,2024-09-23 01:29:24,Broadway & W 60 St,Central Park S & 6 Ave,1164,member
ride_128941,electric_bike,2024-09-11 22:55:00,2024-09-11 23:20:54,Hudson St & Reade St,W 41 St & 8 Ave,1554,member
ride_999312,classic_bike,2024-09-15 02:33:00,2024-09-15 03:05:48,W 21 St & 6 Ave,8 Ave & W 31 St,1967,member
ride_861319,classic_bike,2024-09-06 18:56:00,2024-09-06 19:10:30,W 21 St & 6 Ave,W 41 St & 8 Ave,870,member
ride_993892,classic_bike,2024-09-04 22:52:00,2024-09-04 23:19:18,Fulton St & Broadway,Broadway & W 60 St,1638,member
ride_274044,electric_bike,2024-09-03 02:45:00,2024-09-03 03:10:18,W 41 St & 8 Ave,Fulton St & Broadway,1518,member
ride_364679,classic_bike,2024-09-23 16:45:00,2024-09-23 17:15:00,W 72 St & Columbus Ave,Hudson St & Reade St,1800,member
ride_819425,classic_bike,2024-09-24 22:11:00,2024-09-24 22:35:48,University Pl & E 14 St,Fulton St & Broadway,1488,member
ride_970708,classic_bike,2024-09-10 02:38:00,2024-09-10 02:56:30,W 21 St & 6 Ave,E 17 St & Broadway,1110,member
ride_340927,classic_bike,2024-09-29 03:57:00,2024-09-29 04:14:36,Hudson St & Reade St,W 21 St & 6 Ave,1056,member
ride_463251,classic_bike,2024-09-25 02:45:00,2024-09-25 03:17:54,Central Park S & 6 Ave,W 72 St & Columbus Ave,1974,member
ride_522179,electric_bike,2024-09-09 21:33:00,2024-09-09 21:58:24,E 17 St & Broadway,W 21 St & 6 Ave,1524,member
ride_222343,classic_bike,2024-09-08 23:44:00,2024-09-08 23:59:12,Broadway & W 60 St,Fulton St & Broadway,912,member
ride_261712,classic_bike,2024-09-09 18:15:00,2024-09-09 18:26:24,E 17 St & Broadway,W 41 St & 8 Ave,684,member
ride_852470,classic_bike,2024-09-28 15:36:00,2024-09-28 15:57:48,W 72 St & Columbus Ave,Central Park S & 6 Ave,1308,member
ride_515898,classic_bike,2024-09-09 01:37:00,2024-09-09 01:58:42,W 72 St & Columbus Ave,Central Park S & 6 Ave,1302,member
ride_805668,electric_bike,2024-09-26 22:15:00,2024-09-26 22:40:36,E 17 St & Broadway,Fulton St & Broadway,1536,member
ride_778428,electric_bike,2024-10-01 18:12:00,2024-10-01 18:20:00,W 41 St & 8 Ave,8 Ave & W 31 St,480,member
ride_741674,classic_bike,2024-09-02 21:31:00,2024-09-02 21:46:18,Hudson St & Reade St,8 Ave & W 31 St,918,member
ride_831076,classic_bike,2024-09-17 19:12:00,2024-09-17 19:28:42,W 41 St & 8 Ave,Fulton St & Broadway,1002,member
ride_584714,electric_bike,2024-09-14 01:50:00,2024-09-14 02:37:54,Central Park S & 6 Ave,8 Ave & W 31 St,2874,casual
ride_405844,classic_bike,2024-10-01 03:55:00,2024-10-01 04:26:12,8 Ave & W 31 St,Broadway & W 60 St,1872,member
ride_274446,electric_bike,2024-09-17 16:10:00,2024-09-17 16:36:42,E 17 St & Broadway,Hudson St & Reade St,1602,member
